lu1,word_1,senseDescription_1,relation,lu2,word_2,senseDescription_2
17687,activity,an action taken in pursuit of an objective,hyponym,13857,pleasure,feeling of happy satisfaction and enjoyment.
17687,activity,an action taken in pursuit of an objective,hyponym,25798,control,a subject or group of subjects in an experiment which are left untreated and are then compared with treated subjects in order to validate or invalidate a hypothesis
17687,activity,an action taken in pursuit of an objective,hyponym,21171,dismantlement,the act of taking something apart.
17687,activity,an action taken in pursuit of an objective,hyponym,13090,search,an act of searching. 
17687,activity,an action taken in pursuit of an objective,hyponym,25002,enjoyment,Fn: pleasure
17687,activity,an action taken in pursuit of an objective,hyponym,13191,negotiation,discussion with others to try to reach an agreement or compromise
17687,activity,an action taken in pursuit of an objective,hyponym,18729,preparation,the act or process of making food ready for cooking and/or eating
17687,activity,an action taken in pursuit of an objective,hyponym,15998,attempt,an act of attempting
17687,activity,an action taken in pursuit of an objective,hyponym,22287,representation,"an image, model, or other depiction of something."
17687,activity,an action taken in pursuit of an objective,hyponym,25772,operation,a set of military actions carried out with a certain goal or goals.
17687,activity,an action taken in pursuit of an objective,hyponym,24667,work,activity involving mental or physical effort done in order to achieve a result.
17687,activity,an action taken in pursuit of an objective,hyponym,21586,conduct,the manner in which a person behaves
17687,activity,an action taken in pursuit of an objective,hyponym,20288,operation,a business organization; a company. 
17687,activity,an action taken in pursuit of an objective,hyponym,22377,buzz,"a low, continuous humming or murmuring sound, made by or similar to that made by an insect"
17687,activity,an action taken in pursuit of an objective,hyponym,18999,creation,the action or process of creating
17687,activity,an action taken in pursuit of an objective,hyponym,25900,use,the action of using or state of being use; a purpose or way in which something can be used.
17687,activity,an action taken in pursuit of an objective,hyponym,20564,practice,the customary or expected procedure or way of doing something. 
17687,activity,an action taken in pursuit of an objective,hyponym,23900,provision,a condition or requirement in a legal document.
24067,path,the direction in which a person or thing moves.,hypernym,25539,way,the trajectory that will lead a theme from some prior location to a desire or intended goal. 
17756,avenue,"a broad road or path, especially one lined with trees. ",hypernym,24482,approach,a way of dealing with something.
17757,artery,an important route in a traffic or transport system. ,hypernym,17781,thoroughfare,a road or path forming a route between two places. 
24065,course,"the route or direction followed by a ship, aircraft, road, or river",hypernym,25138,series,entities placed in some temporal order
24065,course,"the route or direction followed by a ship, aircraft, road, or river",hyponym,23930,current,the flow of electrons providing power to electrical devices.
17773,lane,"a narrow road, especially in a rural area. ",hypernym,25539,way,the trajectory that will lead a theme from some prior location to a desire or intended goal. 
17781,thoroughfare,a road or path forming a route between two places. ,hyponym,17757,artery,an important route in a traffic or transport system. 
17799,junkie,a drug addict,hypernym,17793,addict,a person who is addicted to something
17793,addict,a person who is addicted to something,hyponym,17799,junkie,a drug addict
19808,trip,"a journey or excursion, especially for pleasure.",hyponym,19809,junket," an extravagant trip, especially one by an official at public expense"
19808,trip,"a journey or excursion, especially for pleasure.",hyponym,22602,flight,a stair between floors/landings usually forming part of a larger stair .
17851,score,a group or set of twenty,hypernym,15640,set,a group or collection of things belonging or used together or resembling one another
17883,excoriation,censure or severe criticism,hypernym,17930,denouncement,the public declaration of something or someone as wrong.
17889,deprecation,an expression of disapproval,hypernym,17936,disparagement,the action of representing something as low quality.
17892,execration,cursing or denouncing somebody,hypernym,21651,object,a goal or purpose
17923,criticism,the expression of disapproval of someone or something based on perceived faults or mistakes.,hyponym,12993,stricture, a sternly critical remark
17923,criticism,the expression of disapproval of someone or something based on perceived faults or mistakes.,hyponym,17964,attack,"the act of blaming, abusing, or criticizing vehemently"
17930,denouncement,the public declaration of something or someone as wrong.,hyponym,17883,excoriation,censure or severe criticism
17930,denouncement,the public declaration of something or someone as wrong.,hyponym,12972,damnation,condemnation to eternal punishment in hell
17936,disparagement,the action of representing something as low quality.,hypernym,12975,disapproval,the act or state of disapproving
17936,disparagement,the action of representing something as low quality.,hyponym,17889,deprecation,an expression of disapproval
21466,assault,"an act that threatens physical harm to a person, whether or not actual harm is done.",hyponym,19331,storm,"a violent disturbance of the atmosphere with strong winds and usually rain, thunder, lightning, or snow. "
21466,assault,"an act that threatens physical harm to a person, whether or not actual harm is done.",part_holonym,21286,attack, an instance of attacking.
17964,attack,"the act of blaming, abusing, or criticizing vehemently",hypernym,17923,criticism,the expression of disapproval of someone or something based on perceived faults or mistakes.
18109,hour,a period of time equal to a twenty-fourth part of a day and night and divided into 60 minutes,hypernym,15079,period,a length or portion of time. 
18111,second,"a sixtieth of a minute of time, which as the SI unit of time is defined in terms of the natural periodicity of the radiation of a caesium-133 atom",hypernym,23612,rank,a level within a hierarchy of merit
18060,day,"a twenty-four-hour period as a unit of time, reckoned from one midnight to the next and corresponding to a rotation of the earth on its axis",hypernym,15079,period,a length or portion of time. 
25170,day,a period of time in an entity' s past,hypernym,25171,time,an indefinite period of time
18087,year,"the period of 365 days (or 366 days in leap years) starting from the first of January, used for reckoning time in ordinary affairs",hypernym,15079,period,a length or portion of time. 
25160,time,a particular instance of the occurence of an event.,hypernym,16305,instance,a particular case
25171,time,an indefinite period of time,hypernym,15079,period,a length or portion of time. 
25171,time,an indefinite period of time,hyponym,25170,day,a period of time in an entity' s past
25167,time,a particular moment in time,hyponym,25166,occasion,an instance of an event.
18066,dawn,the first appearance of light in the sky before sunrise,hypernym,23759,start,the beginning.
18081,evening,"the period of time at the end of the day, between late afternoon and bedtime",hypernym,15079,period,a length or portion of time. 
18083,night,the time from sunset to sunrise,hypernym,15079,period,a length or portion of time. 
22610,age,the length of time that a person or thing has existed.,part_holonym,19455,life,"The state of an organism in which its biological processes are in normal operation, including metabolism and (for higher organisms) the nervous system, blood circulation, respiration, etc."
24487,process,a series of actions or steps towards achieving a particular end.,hyponym,19541,evolution,the gradual development of an entity
22828,cold,"low temperature, usually below freezing.",hypernym,22826,temperature,the degree of heat of outside air
25027,shock,Fn: the state of surprise,hypernym,25028,surprise,the occurence of something unexpected
24098,condition,"the state of something or someone, with regard to appearance, fitness, or working order.",hypernym,25529,state,general descriptive term of a phase of matter. 
25856,disorder,a state of chaos or confusion,antonym,25857,order,a state of non-confusion; the opposite of chaos
25856,disorder,a state of chaos or confusion,hypernym,25529,state,general descriptive term of a phase of matter. 
18360,confinement,the action of forcing or keeping withing a contained area.,hyponym,24163,commitment,the act of sending to a psychiatric hospital
18360,confinement,the action of forcing or keeping withing a contained area.,hypernym,25693,restraint,the act of restraining or holding back
18364,constraint,something that forcibly confines (someone or something),hyponym,21203,bond, physical restraints used to hold someone prisoner.
18364,constraint,something that forcibly confines (someone or something),hyponym,25454,brake,a device that is used to slow down or stop a moving vehicule. 
21651,object,a goal or purpose,hyponym,29806,love,a person or thing that one loves
21651,object,a goal or purpose,hyponym,13860,antipathy,a deep-seated feeling of aversion
21651,object,a goal or purpose,hyponym,17892,execration,cursing or denouncing somebody
18380,thing,an individuable object.,hyponym,25458,part,a component of a vehicle that has a distinct function
18380,thing,an individuable object.,hyponym,22475,variable,an uncertain fact that something else depends on.
18464,midwifery,the thechniques and practice of a person trained to assist women in childbirth,hypernym,23508,delivery,"the action of delivering something, especially letters or goods."
18714,distribution,the fact of handing or sharing out  to a number of recipients.,hyponym,20746,assignment,a task or duty assigned to someone
18822,breath,an inhalation or exhalation of air from the lungs. ,hyponym,18826,exhalation,air expelled by breathing out.
18825,sigh," a long, deep, audible exhalation expressing sadness, tiredness, relief, etc. ",hypernym,22451,sound,a thing that can be heard.
18826,exhalation,air expelled by breathing out.,hypernym,18822,breath,an inhalation or exhalation of air from the lungs. 
18868,evasion,the act of eluding capture or a person intending to capture,hyponym,23388,dodge,an instance of dodging
18903,poultry,".mass noun chickens, turkeys, ducks, and geese; domestic fowl. ",hypernym,21452,bird,an aircraft.
18915,butter,mass noun a pale yellow edible fatty substance made by churning cream and used as a spread or in cooking. ,hypernym,25608,fighter,a combatant.
18921,herb,"any plant with leaves, seeds, or flowers used for flavouring, food, medicine, or perfume. ",hyponym,18924,basil,"an aromatic plant of the mint family, native to tropical Asia, used as a culinary herb. "
18924,basil,"an aromatic plant of the mint family, native to tropical Asia, used as a culinary herb. ",hypernym,18921,herb,"any plant with leaves, seeds, or flowers used for flavouring, food, medicine, or perfume. "
22408,peal,"a loud sound or succession of sounds, especially of bells or laughter",hypernym,22451,sound,a thing that can be heard.
18951,dressing,"also salad dressing mass noun a sauce for salads, usually consisting of oil and vinegar with herbs or other flavourings. ",hyponym,24570,investment,the act or process of laying siege to.
18999,creation,the action or process of creating,hypernym,17687,activity,an action taken in pursuit of an objective
18999,creation,the action or process of creating,hyponym,19007,production,creation
20284,establishment,"a business organization, public institution, or household",hyponym,24112,institution,"an organization founded for a religious, educational, or social purpose."
25253,product,a number that results from multiplication,hyponym,23457,paper,"a physical entity, usually in sheet form, made out of wood pulp or other fibrious material normally used for written or printed communication"
25253,product,a number that results from multiplication,hyponym,25196,work,the product or result of one' s effort.
25253,product,a number that results from multiplication,hyponym,25787,book,the records of the accounts of a business (usually plural); any other binded pages which contain recorded data
19007,production,creation,hypernym,18999,creation,the action or process of creating
25197,output,the results of work on a task or project,hyponym,19925,pick,a selected option
19009,synthesis,the production of chemical compounds by reaction from simpler materials.,hypernym,19431,reasoning,an explanation 
20742,task,a piece of work. ,hypernym,20740,duty,a moral or legal obligation; a task required as part of one' s job. 
20742,task,a piece of work. ,hyponym,19040,stint,an allotted period of work. 
19040,stint,an allotted period of work. ,hypernym,20742,task,a piece of work. 
25900,use,the action of using or state of being use; a purpose or way in which something can be used.,hyponym,21657,application,practical use or relevance
25900,use,the action of using or state of being use; a purpose or way in which something can be used.,hyponym,22539,practice,a session of practising
25900,use,the action of using or state of being use; a purpose or way in which something can be used.,hypernym,17687,activity,an action taken in pursuit of an objective
21312,fire,attack by projectile weapons.,hypernym,21286,attack, an instance of attacking.
19186,diary,1. a book in which one keeps a daily record of events and experiences. ,hypernym,25790,journal,a book in which data is kept
19187,drama,a play. ,hypernym,17176,episode,an occurance 
19192,essay,1. a piece of writing on a particular subject.,hypernym,15998,attempt,an act of attempting
19202,mystery,"a novel, play, or film dealing with a puzzling crime. ",hypernym,13550,perplexity,the state of being puzzled or perplexed.
19211,song,a short poem or other set of words set to music. ,hypernym,22451,sound,a thing that can be heard.
19228,account,1. a description of an event or experience.,hypernym,21018,importance,the state or quality of being important
25790,journal,a book in which data is kept,hyponym,19186,diary,1. a book in which one keeps a daily record of events and experiences. 
23457,paper,"a physical entity, usually in sheet form, made out of wood pulp or other fibrious material normally used for written or printed communication",hypernym,25253,product,a number that results from multiplication
23542,material,the matter from which a thing is or can be made,hypernym,23532,equipment,the process of supplying needed resources
19567,issuance,an instance of making a provision known or accepted. ,hypernym,23900,provision,a condition or requirement in a legal document.
25641,publication,making a work (generally a written text) publicly available.,hypernym,13177,communication,the action of communicating
19455,life,"The state of an organism in which its biological processes are in normal operation, including metabolism and (for higher organisms) the nervous system, blood circulation, respiration, etc.",hypernym,15079,period,a length or portion of time. 
19455,life,"The state of an organism in which its biological processes are in normal operation, including metabolism and (for higher organisms) the nervous system, blood circulation, respiration, etc.",part_meronym,22610,age,the length of time that a person or thing has existed.
19264,life,a biographical account of a person' s experiences and actions,hypernym,16491,experience,knowledge or skill acquired over time
19268,make-up,cosmetics such as lipstick or powder applied to the face,hypernym,17175,event,a thing that happens or takes place.
19284,jam,informal an awkward situation or predicament:                                            I' m in a jam.,hypernym,20504,difficulty,to state of being hard to deal with
19286,plight,"a dangerous, difficult, or otherwise unfortunate situation. ",hypernym,20504,difficulty,to state of being hard to deal with
26224,confirmation,the act or instance of confirming ,hypernym,24061,info,short for information.
19297,communion,the service of Christian worship at which bread and wine are consecrated and shared; the Eucharist,hypernym,26174,intercourse,A sexual act
21727,approval, the action of approving of something.,hyponym,24196,acceptance,the act of giving a favorable response
21727,approval, the action of approving of something.,antonym,12975,disapproval,the act or state of disapproving
19303,rite,a religious or other solemn ceremony or act,hyponym,22113,betrothal,the promising of one person to wed another.
19303,rite,a religious or other solemn ceremony or act,hyponym,22118,marriage,"the formal union of a man and a woman, typically as recognized by law, by which they become husband and wife."
19304,ritual,a religious or solemn ceremony involving a series of actions performed according to a prescribed order. ,hypernym,20564,practice,the customary or expected procedure or way of doing something. 
19304,ritual,a religious or solemn ceremony involving a series of actions performed according to a prescribed order. ,hyponym,16911,ablution,formal &or. humorous an act of washing. 
19311,confession,a formal admission of one' s sins privately to a priest. ,hypernym,13379,declaration,a formal or explicit statement or announcement
19330,blizzard,a severe snowstorm with high winds. ,hypernym,25138,series,entities placed in some temporal order
19331,storm,"a violent disturbance of the atmosphere with strong winds and usually rain, thunder, lightning, or snow. ",hypernym,21466,assault,"an act that threatens physical harm to a person, whether or not actual harm is done."
19431,reasoning,an explanation ,hyponym,19009,synthesis,the production of chemical compounds by reaction from simpler materials.
19450,living,the human beings who are alive,antonym,19451,dead,those human beings who are dead
19451,dead,those human beings who are dead,antonym,19450,living,the human beings who are alive
25135,formation,an arrangement of entities forming a recognizable shape,hypernym,22513,arrangement,"the action, process, or result of arranging."
25135,formation,an arrangement of entities forming a recognizable shape,hyponym,24334,flight,the act of leaving a place suddenly
19589,worker,a person who works.,hyponym,24316,poster,a mass-produced piece of art (often a reproduction of a painting or photograph) printed on a large piece of thick paper and designed to be put on a wall.
19589,worker,a person who works.,hyponym,21780,assistant,a person who ranks below a senior person.
19589,worker,a person who works.,hyponym,22927,driver,one who is paid to operate a motor vehicle
19614,termination,ending the employment of a person,hypernym,18137,end,The final point in a process.
19627,exterior,the outer surface or structure of something. ,antonym,19628,inside,the inner side or surface of a thing
19628,inside,the inner side or surface of a thing,antonym,19627,exterior,the outer surface or structure of something. 
23751,middle,a middle point or position.,antonym,23757,beginning,the first part of something.
23751,middle,a middle point or position.,antonym,23756,end,a final part of something.
25617,plate,plate armor.,hyponym,16434,shoe,a covering for the foot having a sturdy sole and not reaching above the ankle. 
25617,plate,plate armor.,hypernym,24224,shield,a person or thing providing protection
19633,surface,the outside part or uppermost layer of something.,hyponym,16890,mitre,"a tall headdress worn by bishops and senior abbots, tapering to a point at front and back with a deep cleft between. [Eccl] "
19633,surface,the outside part or uppermost layer of something.,hyponym,19623,skin,the peel or outer layer of a fruit or vegetable or a thin outermost layer
19636,sheet,"a flat , frequently rectangular portion of a substance",hyponym,21243,board,"A long, flat object manufactured for multipurpose use, generally made of wood or particle board and utilized in construction. Other kinds of boards include those for extreme sports, such as snowboards, etc."
19639,stick,"a long, thin object or piece of something",hypernym,15777,implement,"a tool, utensil, or other piece of equipment, used for a particular purpose. "
19640,strip,"a long, narrow piece of cloth, paper, etc. ",hypernym,25458,part,a component of a vehicle that has a distinct function
19640,strip,"a long, narrow piece of cloth, paper, etc. ",hyponym,19651,row,a line (often occurring adjacent to other rows)
19641,stretch,a continuous expanse,hypernym,19643,expanse,"a wide continuous area of something, typically land or sea. "
19643,expanse,"a wide continuous area of something, typically land or sea. ",hyponym,19641,stretch,a continuous expanse
19658,border,a line separating two countries or other areas.,hypernym,19662,edge,"COD:.the outside limit of an object, area, or surface. "
19662,edge,"COD:.the outside limit of an object, area, or surface. ",hyponym,19658,border,a line separating two countries or other areas.
19782,adequacy,the quality of being just satisfactory or adequate,antonym,19783,inadequacy,a lack of the quality or quantity required; insufficiency
19783,inadequacy,a lack of the quality or quantity required; insufficiency,antonym,19782,adequacy,the quality of being just satisfactory or adequate
19809,junket," an extravagant trip, especially one by an official at public expense",hypernym,19808,trip,"a journey or excursion, especially for pleasure."
24881,choice,a possibility that one can select,hyponym,24880,way,option
19923,selection,"the action or fact of selecting, or a number of selected things, or a range of things from which a choice may be made. ",hypernym,24685,assortment,a miscellaneous collection.
19925,pick,a selected option,hypernym,25197,output,the results of work on a task or project
20004,gem,thing that is highly desirable.,hypernym,23515,art,"the expression or application of creative skill and imagination, especially through a visual medium such as painting or sculpture."
20058,incompatibility,the state of not being able to exist or be used together,antonym,20059,compatibility,the state of being able to exist or be used together
20059,compatibility,the state of being able to exist or be used together,antonym,20058,incompatibility,the state of not being able to exist or be used together
20059,compatibility,the state of being able to exist or be used together,hyponym,23625,accord,"an official agreement


"
20274,recreation,enjoyable leisure activity.,hypernym,24136,rejuvenation,the act of making younger or more vital
20277,rest,being in the state of not working,hyponym,25473,laziness,the quality or condition of being lazy
20282,business,a commercial organization,hyponym,23240,trade,a transfer; an exchange.
20564,practice,the customary or expected procedure or way of doing something. ,hypernym,17687,activity,an action taken in pursuit of an objective
20564,practice,the customary or expected procedure or way of doing something. ,hyponym,21191,cooperation,the action or process of cooperating.
20564,practice,the customary or expected procedure or way of doing something. ,hyponym,19304,ritual,a religious or solemn ceremony involving a series of actions performed according to a prescribed order. 
22539,practice,a session of practising,hypernym,25900,use,the action of using or state of being use; a purpose or way in which something can be used.
20288,operation,a business organization; a company. ,hypernym,17687,activity,an action taken in pursuit of an objective
24481,procedure,a series of actions conducted in a certain order or manner.,hypernym,24667,work,activity involving mental or physical effort done in order to achieve a result.
25772,operation,a set of military actions carried out with a certain goal or goals.,hypernym,17687,activity,an action taken in pursuit of an objective
23830,stock,a supply of goods or materials available for sale or use,hypernym,23771,accumulation,Gathered to one location
23780,bank,the land alongside or sloping down to a river or lake.,hypernym,17413,ridge,"a long narrow hilltop, mountain range, or watershed"
20317,aspiration,a hope or ambition. ,hypernym,20331,ambition,"the hope of accompllishing some goal, often over a long time, and involving considerable effort."
20331,ambition,"the hope of accompllishing some goal, often over a long time, and involving considerable effort.",hyponym,20317,aspiration,a hope or ambition. 
20504,difficulty,to state of being hard to deal with,hyponym,22598,wall,a side of a building or room
20504,difficulty,to state of being hard to deal with,hyponym,19286,plight,"a dangerous, difficult, or otherwise unfortunate situation. "
20504,difficulty,to state of being hard to deal with,hyponym,19280,pinch,a difficult situation
20504,difficulty,to state of being hard to deal with,hyponym,19284,jam,informal an awkward situation or predicament:                                            I' m in a jam.
20528,peril,a situation of serious and immediate danger. ,hypernym,23973,danger,the possibility of suffering harm or injury.
20563,custom,"a traditional and widely accepted way of behaving or doing something that is specific to a particular society, place, or time. ",hypernym,23240,trade,a transfer; an exchange.
23626,convention,"an agreement between states, especially one less formal than a treaty.  ",hyponym,16033,conformity,"compliance with conventions, rules, or laws."
20660,toke,"a pull on a cigarette or pipe, typically one containing cannabis. ",hypernym,20659,drag,an act of inhaling smoke from a cigarette. 
20678,joint,prison.,hypernym,24734,conjunction,an instance of two or more events occurring at the same point in time or space.
24058,dope,information.,hypernym,24063,details,specific information
20706,crack,a potent hard crystalline form of cocaine broken into small pieces.,hypernym,20757,blemish,a small mark or flaw which spoils the appearance of something. 
20736,help,assistance,hypernym,17687,activity,an action taken in pursuit of an objective
21780,assistant,a person who ranks below a senior person.,hypernym,19589,worker,a person who works.
21780,assistant,a person who ranks below a senior person.,hyponym,25413,secretary,"the person in charge of a subsection of the government, i.e. the Secretary of Defense"
20740,duty,a moral or legal obligation; a task required as part of one' s job. ,hypernym,24667,work,activity involving mental or physical effort done in order to achieve a result.
20740,duty,a moral or legal obligation; a task required as part of one' s job. ,hyponym,20742,task,a piece of work. 
20744,obligation,an act or course of action to which a person is morally or legally bound,hypernym,25529,state,general descriptive term of a phase of matter. 
20746,assignment,a task or duty assigned to someone,hypernym,18714,distribution,the fact of handing or sharing out  to a number of recipients.
20757,blemish,a small mark or flaw which spoils the appearance of something. ,hyponym,17399,burn,a small stream. (Scottish English)
20757,blemish,a small mark or flaw which spoils the appearance of something. ,hyponym,16628,chip,"a small, thin piece removed in the course of chopping, cutting, or breaking a hard material"
20757,blemish,a small mark or flaw which spoils the appearance of something. ,hyponym,12991,stigma,"a mark of disgrace associated with a particular circumstance, quality, or person."
20757,blemish,a small mark or flaw which spoils the appearance of something. ,hyponym,20706,crack,a potent hard crystalline form of cocaine broken into small pieces.
20762,blister,"a small bubble on the skin filled with serum and typically caused by friction or burning or a similar swelling, filled with air or fluid, on a surface. ",hypernym,12984,fault,an unattractive or unsatisfactory feature
21533,dissimilarity,the state of being not similar or different from something,hypernym,25261,difference,the remainder left after subtraction of one value from another
22790,membership,the body of members,hypernym,16075,body,"the physical structure, including the bones, flesh, and organs, of a person or an animal. "
20994,performance,"an act of performing a play, concert, or other form of entertainment.",hyponym,12824,interpretation,explanation; the act or result of interpreting
20994,performance,"an act of performing a play, concert, or other form of entertainment.",hypernym,25586,demonstration,public display and expression of support of or opposition to an issue.
21018,importance,the state or quality of being important,hypernym,22172,value,the usefulness of an Entity with respect to some Purpose.  
21018,importance,the state or quality of being important,hyponym,25365,significance,characterization of whether an event occurs randomly
21018,importance,the state or quality of being important,hyponym,19228,account,1. a description of an event or experience.
25365,significance,characterization of whether an event occurs randomly,hypernym,21018,importance,the state or quality of being important
25365,significance,characterization of whether an event occurs randomly,hyponym,25921,consequence,result of
25733,capture,the event of taking someone or something captive.,hyponym,16177,abduction,the action or condition of being taken away illegally by force or deception.
21096,co-star,a performer appearing with another or others of equal importance. ,hypernym,21095,star,an important performer
21161,destruction,an event of destroying,hyponym,21868,annihilation,"killing, esp. of people"
21868,annihilation,"killing, esp. of people",hypernym,21161,destruction,an event of destroying
21171,dismantlement,the act of taking something apart.,antonym,21044,fabrication,"construction or manufacturing  of an industrial product, especially from prepared components"
21171,dismantlement,the act of taking something apart.,hypernym,17687,activity,an action taken in pursuit of an objective
21171,dismantlement,the act of taking something apart.,antonym,15631,assemblage,a collection or gathering
21188,collusion,secret or illegal cooperation in order to cheat or deceive others,hypernym,23623,agreement, negotiated and typically legally binding arrangement.
21191,cooperation,the action or process of cooperating.,hypernym,20564,practice,the customary or expected procedure or way of doing something. 
25453,wheel,the part of the vehicule which holds a tire. ,hypernym,16891,helm,a helmet.
21243,board,"A long, flat object manufactured for multipurpose use, generally made of wood or particle board and utilized in construction. Other kinds of boards include those for extreme sports, such as snowboards, etc.",hypernym,19636,sheet,"a flat , frequently rectangular portion of a substance"
21288,incursion," an invasion or attack, especially a sudden or brief one.",hypernym,13945,entrance,an act of entering
21292,onslaught, a fierce or destructive attack.,hypernym,19289,trouble,difficulty or problems. 
21402,indication,a sign or symptom,hyponym,26698,clue,"(with negation or question, usually with ""have"") knowledge."
21402,indication,a sign or symptom,hyponym,12913,evidence, information indicating whether a belief or proposition is true or valid. 
21402,indication,a sign or symptom,hypernym,13177,communication,the action of communicating
21402,indication,a sign or symptom,hyponym,25905,symptom,deviation from normal function
25905,symptom,deviation from normal function,hypernym,21402,indication,a sign or symptom
21446,vessel,a ship or large boat.  ,hyponym,14953,basin,"a large bowl or open container for washing in, preparing food, or holding liquid"
21446,vessel,a ship or large boat.  ,hyponym,16748,bowl,"the volume contained by a round, deep dish or basin"
21446,vessel,a ship or large boat.  ,hyponym,14946,tin,"a container made of tinplate or aluminium, typically used for baking or storing"
21446,vessel,a ship or large boat.  ,hyponym,16741,bottle,"the volume of a container with a narrow neck, used for storing liquids"
21446,vessel,a ship or large boat.  ,part_meronym,22590,brim,the (sometimes projecting) edge or rim of a hollow vessel.
21446,vessel,a ship or large boat.  ,hyponym,15042,tub,"an open, flat-bottomed, usually round container"
21452,bird,an aircraft.,hyponym,18903,poultry,".mass noun chickens, turkeys, ducks, and geese; domestic fowl. "
21514,encumbrance,a burden or impediment.,hypernym,21513,impediment,a hindrance or obstruction. 
21514,encumbrance,a burden or impediment.,hyponym,16436,clog,a shoe with a thick wooden sole. 
21513,impediment,a hindrance or obstruction. ,hyponym,25820,blockade,an act of preventing access to an area.
21513,impediment,a hindrance or obstruction. ,hyponym,21514,encumbrance,a burden or impediment.
21513,impediment,a hindrance or obstruction. ,hyponym,16738,block,one city street length
21521,hardship,a difficulty or challenge,hypernym,19287,misfortune,an unfortunate event. 
25693,restraint,the act of restraining or holding back,hypernym,25798,control,a subject or group of subjects in an experiment which are left untreated and are then compared with treated subjects in order to validate or invalidate a hypothesis
25693,restraint,the act of restraining or holding back,hyponym,18360,confinement,the action of forcing or keeping withing a contained area.
21526,restraint,the state or fact of being restrained,hypernym,25897,limitation,a limit.
21542,like,a person or thing that is similar to a familiar one,hypernym,16250,kind,a class or type of people or things having similar characteristics
25261,difference,the remainder left after subtraction of one value from another,hyponym,21533,dissimilarity,the state of being not similar or different from something
25261,difference,the remainder left after subtraction of one value from another,hyponym,21556,distinction,a marked difference or contrast.
21556,distinction,a marked difference or contrast.,hypernym,25261,difference,the remainder left after subtraction of one value from another
22433,squeal,"a long, high-pitched cry or noise",hypernym,24583,howl,a long doleful cry uttered by an animal such as a dog.
21595,bearing,"a person' s way of standing, moving, or behaving.",hypernym,25536,manner,the way in which an action is conducted by an agent. 
21591,misbehavior,bad behavior,hyponym,22981,peccadillo,a minor sin or fault.
25536,manner,the way in which an action is conducted by an agent. ,hyponym,21595,bearing,"a person' s way of standing, moving, or behaving."
26698,clue,"(with negation or question, usually with ""have"") knowledge.",hypernym,21402,indication,a sign or symptom
21657,application,practical use or relevance,hypernym,25900,use,the action of using or state of being use; a purpose or way in which something can be used.
23097,application,the action of putting something into operation.,hypernym,17682,action,a thing done.
21721,appraisal,"an assessment of someone or something, especially the performance of an employee.",hypernym,23861,estimate,an approximate calculation or judgement.
21751,prohibition,the action of prohibiting. ,hyponym,21750,ban,an official or legal prohibition. 
21750,ban,an official or legal prohibition. ,hypernym,21751,prohibition,the action of prohibiting. 
26241,summons,an official call or citation to appear before a court,hypernym,25836,order,a request for something to be served
23623,agreement, negotiated and typically legally binding arrangement.,hyponym,21188,collusion,secret or illegal cooperation in order to cheat or deceive others
23807,agreement,"accordance in opinion or feeling.
",antonym,22055,disagreement,a quarrel.
21820,deposition,a statement to be used as evidence.,hypernym,14749,ouster,"A situation in which a person holding some office is removed from that office abruptly. This term usually implies that regular proceedure is not followed, and some degree of force or coercion is used. Takes the FE Old_leader in a PP[of]."
21825,testimony," a formal statement, especially one given in a court of law",hypernym,13365,assertion,the act of asserting
23625,accord,"an official agreement


",hypernym,20059,compatibility,the state of being able to exist or be used together
22010,modification, the action of modifying.,hypernym,12577,copy,a thing made to be similar or identical to another. 
22011,alteration,the process of making something different without changing its category,hypernym,23252,change,the process of changing
26214,conversion,"transformation, usually such that the resultant entity corresponds to its former category in a particular way.",hypernym,23252,change,the process of changing
26214,conversion,"transformation, usually such that the resultant entity corresponds to its former category in a particular way.",hyponym,26211,transmutation,turn into something else surprisingly different.
22602,flight,a stair between floors/landings usually forming part of a larger stair .,hypernym,19808,trip,"a journey or excursion, especially for pleasure."
24334,flight,the act of leaving a place suddenly,hypernym,25135,formation,an arrangement of entities forming a recognizable shape
22041,delay,a period of time by which something is late or postponed.,hyponym,24699,interruption,the ceasing of a process by an event.
22055,disagreement,a quarrel.,antonym,23807,agreement,"accordance in opinion or feeling.
"
22088,admonition,warning about something that (the addressed individual) will probably do wrong.,hyponym,27222,lesson,"a unit of teaching activity or text, either for a single class period or pertaining to specific material to be learned together"
22113,betrothal,the promising of one person to wed another.,hypernym,19303,rite,a religious or other solemn ceremony or act
22172,value,the usefulness of an Entity with respect to some Purpose.  ,hyponym,15168,cost,the amount that something costs.
22172,value,the usefulness of an Entity with respect to some Purpose.  ,hyponym,21018,importance,the state or quality of being important
22203,quiet,"the state of being silent. Often occurs with verbs (keeping, remaining, staying).",hypernym,25857,order,a state of non-confusion; the opposite of chaos
22214,assurance,a positive declaration intended to give confidence,hypernym,13409,statement,a definite or clear expression of something in speech or writing 
22287,representation,"an image, model, or other depiction of something.",hyponym,25274,model,a member of a category other members (should) strive to be similar to
22287,representation,"an image, model, or other depiction of something.",hypernym,17687,activity,an action taken in pursuit of an objective
24612,loss,"money spent by a company, cutting into profit.",antonym,15285,gain,an increase (in wealth or resources).
24612,loss,"money spent by a company, cutting into profit.",hypernym,25622,amount,a quantity
22368,bark,"the sharp explosive cry of a dog, fox, or seal.",hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
